,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category,Duration_h
9761,IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5073.0,Short-haul,4.583333333333333h
9762,Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,Short-haul,2.75h
9764,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 28 May,15h 10m,1 stop,No info,6795.0,Long-haul,15.166666666666666h
9765,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 02 Apr,12h 10m,1 stop,No info,12681.0,Long-haul,12.166666666666666h
9766,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 13 Jun,21h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration,21.583333333333332h
9767,Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 07 Jun,25h 50m,1 stop,No info,8820.0,Extreme duration,25.833333333333332h
9768,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BDQ → DEL,05:50,12:20,6h 30m,1 stop,In-flight meal not included,10037.0,Medium,6.5h
9769,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,11789.0,Medium,6.583333333333333h
9770,GoAir,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,7378.0,Medium,9.0h
9772,Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,6478.0,Short-haul,3.0h
9773,Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 02 Jun,18h 45m,2 stops,No info,13014.0,Extreme duration,18.75h
9774,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844.0,Medium,6.083333333333333h
9775,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,7408.0,Long-haul,13.0h
9780,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,11507.0,Medium,7.083333333333333h
9781,Air India,12/06/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,3100.0,Short-haul,1.25h
9784,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 10 May,14h 30m,1 stop,No info,10953.0,Long-haul,14.5h
9785,Air India,9/05/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,08:55 10 May,18h 25m,2 stops,No info,14214.0,Extreme duration,18.416666666666668h
9786,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093.0,Long-haul,13.5h
9787,Air India,24/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 25 Jun,30h 20m,2 stops,No info,12436.0,Extreme duration,30.333333333333332h
9788,Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 19 May,29h 35m,2 stops,No info,15129.0,Extreme duration,29.583333333333332h
9789,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,10197.0,Medium,6.583333333333333h
9790,Air India,24/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,12:30 25 May,26h 40m,2 stops,No info,15170.0,Extreme duration,26.666666666666668h
9792,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 02 Jun,14h 5m,1 stop,No info,6206.0,Long-haul,14.083333333333334h
9793,SpiceJet,9/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.0,Short-haul,2.5h
9794,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714.0,Medium,7.5h
9795,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6093.0,Long-haul,16.083333333333332h
9796,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,8016.0,Short-haul,2.9166666666666665h
9797,Air India,27/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 28 Mar,27h 20m,1 stop,No info,5117.0,Extreme duration,27.333333333333332h
9798,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 02 May,20h 15m,1 stop,,8586.0,Extreme duration,20.25h
9799,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 10 Mar,10h 35m,1 stop,No info,13611.0,Long-haul,10.583333333333334h
9800,IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,5054.0,Medium,6.333333333333333h
9801,IndiGo,9/05/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226.0,Short-haul,4.0h
9802,Air India,6/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,4651.0,Short-haul,2.75h
9803,SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 28 May,2h 20m,non-stop,No info,3873.0,Short-haul,2.3333333333333335h
9805,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13727.0,Medium,9.5h
9806,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,15:30,6h 20m,1 stop,No info,5054.0,Medium,6.333333333333333h
9807,SpiceJet,24/04/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 25 Apr,2h 55m,non-stop,No info,3625.0,Short-haul,2.9166666666666665h
9808,IndiGo,15/04/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442.0,Medium,8.583333333333334h
9809,Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229.0,Short-haul,3.0h
9811,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:10 25 Mar,21h,1 stop,No info,13759.0,Extreme duration,21.0h
9812,Air India,6/03/2019,Mumbai,Hyderabad,BOM → BBI → HYD,12:00,12:25 07 Mar,24h 25m,1 stop,No info,14408.0,Extreme duration,24.416666666666668h
9813,Air India,9/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 Jun,23h,2 stops,No info,13381.0,Extreme duration,23.0h
9814,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 02 Apr,27h 20m,1 stop,No info,9135.0,Extreme duration,27.333333333333332h
9815,IndiGo,15/05/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218.0,Medium,5.416666666666667h
9816,SpiceJet,27/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174.0,Short-haul,2.4166666666666665h
9817,Air India,6/06/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 07 Jun,16h 5m,1 stop,No info,6117.0,Long-haul,16.083333333333332h
9819,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 13 Jun,24h 10m,1 stop,No info,12692.0,Extreme duration,24.166666666666668h
9821,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,19:40,5h 45m,1 stop,In-flight meal not included,11134.0,Medium,5.75h
9822,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,21:20,00:15 22 Mar,2h 55m,non-stop,No info,4777.0,Short-haul,2.9166666666666665h
9823,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 19 May,25h 5m,1 stop,In-flight meal not included,12373.0,Extreme duration,25.083333333333332h
9824,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,21:20,8h 15m,2 stops,No info,11966.0,Medium,8.25h
9826,Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → AMD → DEL,08:50,23:55 02 Mar,39h 5m,2 stops,No info,17135.0,Extreme duration,39.083333333333336h
9827,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714.0,Medium,5.0h
9828,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 10 Mar,2h 50m,non-stop,No info,6144.0,Short-haul,2.8333333333333335h
9829,Air India,1/04/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5911.0,Short-haul,2.8333333333333335h
9830,Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,19:45,19:55 13 Mar,24h 10m,1 stop,No info,12080.0,Extreme duration,24.166666666666668h
9831,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,10:30,13:20,2h 50m,non-stop,No info,4423.0,Short-haul,2.8333333333333335h
9832,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,7618.0,Long-haul,12.0h
9833,Air Asia,27/05/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,Short-haul,2.75h
9834,Air India,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 07 Mar,23h 30m,2 stops,No info,12646.0,Extreme duration,23.5h
9836,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804.0,Short-haul,2.5833333333333335h
9837,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,18:25 13 Mar,21h 50m,1 stop,In-flight meal not included,11087.0,Extreme duration,21.833333333333332h
9838,Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,,7229.0,Short-haul,2.9166666666666665h
9839,SpiceJet,3/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,7050.0,Short-haul,2.25h
9840,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 02 Apr,22h 15m,1 stop,No info,12681.0,Extreme duration,22.25h
9841,SpiceJet,3/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4098.0,Short-haul,4.5h
9842,SpiceJet,12/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0,Short-haul,2.25h
9843,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 22 May,21h 35m,1 stop,No info,14151.0,Extreme duration,21.583333333333332h
9844,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1 stop,No info,13339.0,Long-haul,16.083333333333332h
9846,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 28 May,16h 55m,1 stop,In-flight meal not included,12898.0,Long-haul,16.916666666666668h
9847,Air India,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2 stops,No info,8603.0,Medium,7.25h
9849,SpiceJet,6/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No info,4622.0,Short-haul,2.5h
9850,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13062.0,Medium,7.0h
9851,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,11622.0,Medium,9.75h
9852,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,20:20 13 Mar,23h 45m,1 stop,In-flight meal not included,11087.0,Extreme duration,23.75h
9853,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,11789.0,Medium,8.666666666666666h
9855,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,16:10,7h 15m,1 stop,No info,19225.0,Medium,7.25h
9856,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 28 Jun,13h 50m,1 stop,In-flight meal not included,5797.0,Long-haul,13.833333333333334h
9858,Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,,7229.0,Short-haul,3.0h
9859,Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,10877.0,Long-haul,10.5h
9860,Air India,06/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,22:55,14h 40m,2 stops,No info,13942.0,Long-haul,14.666666666666666h
9862,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 16 Jun,14h 25m,1 stop,In-flight meal not included,10262.0,Long-haul,14.416666666666666h
9863,Air India,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,11201.0,Long-haul,14.583333333333334h
9864,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 02 Jun,9h 10m,1 stop,In-flight meal not included,10262.0,Medium,9.166666666666666h
9865,Air India,3/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 04 Jun,21h 15m,2 stops,No info,10231.0,Extreme duration,21.25h
9867,Air Asia,18/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5645.0,Short-haul,2.5833333333333335h
9869,Air India,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 07 Mar,26h 35m,2 stops,No info,12646.0,Extreme duration,26.583333333333332h
9870,Air India,3/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,No info,12173.0,Medium,8.333333333333334h
9871,IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227.0,Short-haul,1.5h
9872,Multiple carriers,6/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10529.0,Long-haul,11.5h
9873,Jet Airways,18/05/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,,7202.0,Short-haul,3.25h
9874,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,In-flight meal not included,7886.0,Long-haul,12.0h
9875,SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 19 Jun,1h 30m,non-stop,No info,2017.0,Short-haul,1.5h
9876,IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6171.0,Long-haul,11.083333333333334h
9880,Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 25 May,24h,1 stop,No info,9345.0,Extreme duration,24.0h
9881,Air India,24/06/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 25 Jun,25h 35m,1 stop,No info,6587.0,Extreme duration,25.583333333333332h
9882,IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2754.0,Short-haul,1.5833333333333335h
9883,SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 22 Jun,2h 55m,non-stop,No check-in baggage included,3919.0,Short-haul,2.9166666666666665h
9884,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 13 Jun,18h 45m,2 stops,In-flight meal not included,11507.0,Extreme duration,18.75h
9885,Air India,03/03/2019,Banglore,New Delhi,BLR → BBI → DEL,09:30,16:20,6h 50m,1 stop,No info,11654.0,Medium,6.833333333333333h
9886,GoAir,1/04/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,4239.0,Short-haul,2.75h
9887,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6674.0,Medium,9.333333333333334h
9888,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 25 Jun,12h 30m,1 stop,No info,7198.0,Long-haul,12.5h
9889,IndiGo,12/06/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 13 Jun,5h 15m,1 stop,No info,5930.0,Medium,5.25h
9890,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229.0,Short-haul,3.0h
9891,Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 02 Apr,15h 20m,2 stops,No info,10408.0,Long-haul,15.333333333333334h
9892,Air India,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,07:40 13 Jun,24h 30m,2 stops,No info,12488.0,Extreme duration,24.5h
9893,IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540.0,Short-haul,2.4166666666666665h
9895,Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 25 Jun,13h 50m,2 stops,No info,13376.0,Long-haul,13.833333333333334h
9898,IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 28 Jun,8h 20m,1 stop,,5684.0,Medium,8.333333333333334h
9899,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 10 May,8h 55m,2 stops,In-flight meal not included,13029.0,Medium,8.916666666666666h
9901,Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9h 5m,1 stop,No info,8576.0,Medium,9.083333333333334h
9902,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,11:25 13 Mar,26h 30m,1 stop,In-flight meal not included,11087.0,Extreme duration,26.5h
9903,Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,5678.0,Short-haul,1.5h
9904,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 22 Mar,10h 10m,1 stop,No info,12557.0,Long-haul,10.166666666666666h
9905,IndiGo,27/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858.0,Short-haul,2.4166666666666665h
9906,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 10 May,22h 35m,1 stop,In-flight meal not included,12373.0,Extreme duration,22.583333333333332h
9908,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,00:45 13 Mar,7h 50m,1 stop,No info,21934.0,Medium,7.833333333333333h
9909,Air India,27/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510.0,Short-haul,2.5h
9910,Vistara,15/06/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6216.0,Short-haul,3.1666666666666665h
9913,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850.0,Short-haul,2.3333333333333335h
9915,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15 02 May,25h 45m,1 stop,In-flight meal not included,9663.0,Extreme duration,25.75h
9916,Air India,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 07 Mar,26h 20m,2 stops,No info,9190.0,Extreme duration,26.333333333333332h
9917,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 28 May,28h,1 stop,In-flight meal not included,12898.0,Extreme duration,28.0h
9918,GoAir,15/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,,4632.0,Short-haul,2.9166666666666665h
9920,Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:15 13 Mar,25h 25m,2 stops,No info,12778.0,Extreme duration,25.416666666666668h
9921,Air India,12/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 13 Jun,27h 5m,2 stops,No info,12723.0,Extreme duration,27.083333333333332h
9922,IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,5054.0,Short-haul,2.5833333333333335h
9924,Air Asia,27/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,6152.0,Medium,5.5h
9925,Vistara,27/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216.0,Short-haul,3.1666666666666665h
9926,IndiGo,24/06/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6016.0,Medium,5.75h
9927,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,11622.0,Medium,9.75h
9928,Air India,6/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,10151.0,Medium,9.833333333333334h
9929,Jet Airways,27/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,04:25 28 Mar,22h 5m,2 stops,No info,12273.0,Extreme duration,22.083333333333332h
9930,Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 13 Jun,8h 25m,2 stops,In-flight meal not included,12410.0,Medium,8.416666666666666h
9932,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 16 Jun,13h 45m,1 stop,In-flight meal not included,10262.0,Long-haul,13.75h
9933,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,14323.0,Medium,7.75h
9934,Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210.0,Short-haul,1.5h
9935,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,16863.0,Long-haul,11.0h
9936,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,8937.0,Medium,7.833333333333333h
9937,Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 29 Mar,33h 15m,2 stops,No info,10929.0,Extreme duration,33.25h
9939,SpiceJet,21/03/2019,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6h,1 stop,No info,5511.0,Medium,6.0h
9940,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 25 Mar,19h 10m,1 stop,No info,13759.0,Extreme duration,19.166666666666668h
9941,Air India,21/05/2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,07:40 22 May,25h 45m,2 stops,No info,11543.0,Extreme duration,25.75h
9942,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,13067.0,Medium,9.583333333333334h
9943,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,04:25 16 Jun,21h 20m,1 stop,In-flight meal not included,10262.0,Extreme duration,21.333333333333332h
9944,Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 07 Jun,26h 20m,2 stops,No info,13591.0,Extreme duration,26.333333333333332h
9945,Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,No info,10929.0,Extreme duration,24.583333333333332h
9946,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229.0,Short-haul,3.0h
9947,Air Asia,15/05/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,6451.0,Medium,5.5h
9948,IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,7295.0,Short-haul,2.4166666666666665h
9949,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3943.0,Short-haul,2.75h
9950,SpiceJet,15/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 16 May,2h 55m,non-stop,No check-in baggage included,3573.0,Short-haul,2.9166666666666665h
9951,Air India,24/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 25 Jun,21h 15m,2 stops,No info,9181.0,Extreme duration,21.25h
9952,Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 04 Mar,23h 40m,1 stop,No info,24017.0,Extreme duration,23.666666666666668h
9953,Air India,9/03/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15 10 Mar,32h 20m,2 stops,No info,17476.0,Extreme duration,32.333333333333336h
9955,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1 stop,No info,6314.0,Medium,9.583333333333334h
9956,Jet Airways,6/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2 stops,No info,13376.0,Long-haul,13.833333333333334h
9957,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,16:10,10h 25m,1 stop,No info,12284.0,Long-haul,10.416666666666666h
9958,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,,7229.0,Short-haul,3.0h
9959,Multiple carriers,1/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10h 30m,1 stop,No info,9627.0,Long-haul,10.5h
9960,Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,21:50,9h 50m,2 stops,No info,9258.0,Medium,9.833333333333334h
9961,SpiceJet,3/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873.0,Short-haul,2.4166666666666665h
