,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category
10015,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 16 May,12h 10m,1 stop,In-flight meal not included,9663.0,Long-haul
10016,IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069.0,Medium
10017,Air India,6/05/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667.0,Short-haul
10018,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 10 May,21h 10m,1 stop,,12373.0,Extreme duration
10019,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 10 May,17h 35m,1 stop,No info,13941.0,Extreme duration
10020,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,3175.0,Short-haul
10022,Vistara,6/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,5613.0,Short-haul
10023,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,7144.0,Long-haul
10024,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,14571.0,Medium
10025,IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 25 Mar,2h 20m,non-stop,No info,5277.0,Short-haul
10026,Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,2759.0,Short-haul
10027,Air Asia,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,5192.0,Long-haul
10028,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,14714.0,Long-haul
10030,Air India,24/03/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,31945.0,Short-haul
10031,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:35,17h 5m,1 stop,In-flight meal not included,7064.0,Extreme duration
10032,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,14441.0,Medium
10033,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 04 Mar,12h 35m,1 stop,No info,17493.0,Long-haul
10034,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,22:35 10 Jun,26h 35m,1 stop,In-flight meal not included,10844.0,Extreme duration
10035,SpiceJet,1/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2753.0,Short-haul
10036,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 22 May,20h 25m,1 stop,In-flight meal not included,12898.0,Extreme duration
10037,Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229.0,Short-haul
10038,Air India,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 04 Jun,19h 40m,2 stops,,8603.0,Extreme duration
10039,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 19 May,22h 55m,2 stops,No info,15129.0,Extreme duration
10045,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014.0,Long-haul
10046,SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3625.0,Short-haul
10047,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,12:35 25 Jun,20h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration
10048,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 22 May,13h 20m,1 stop,No info,14388.0,Long-haul
10049,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,15058.0,Long-haul
10050,Air India,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,07:40 07 Mar,22h 40m,1 stop,No info,14882.0,Extreme duration
10051,IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4591.0,Short-haul
10053,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,No info,14781.0,Medium
10054,SpiceJet,9/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 10 Apr,2h 20m,non-stop,No check-in baggage included,3841.0,Short-haul
10056,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2 stops,No info,13014.0,Medium
10057,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,14848.0,Medium
10059,IndiGo,12/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,5054.0,Short-haul
10060,Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13h 25m,1 stop,No info,10413.0,Long-haul
10062,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,10:30,13:20,2h 50m,non-stop,No info,3943.0,Short-haul
10063,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 13 Jun,11h 5m,1 stop,In-flight meal not included,8529.0,Long-haul
10064,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 25 Jun,13h 45m,1 stop,In-flight meal not included,10262.0,Long-haul
10065,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05 19 May,25h 40m,1 stop,No info,14151.0,Extreme duration
10066,Air Asia,9/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,No info,5192.0,Medium
10067,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 22 May,14h 35m,1 stop,,9663.0,Long-haul
10068,GoAir,24/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,4632.0,Short-haul
10069,IndiGo,6/04/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 07 Apr,5h 5m,1 stop,No info,5073.0,Medium
10070,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,9526.0,Medium
10074,IndiGo,27/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3858.0,Short-haul
10075,Jet Airways,9/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,13:45,18:50 10 Mar,29h 5m,2 stops,No info,18752.0,Extreme duration
10077,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 25 Jun,17h 25m,2 stops,No info,11507.0,Extreme duration
10080,Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,7801.0,Short-haul
10081,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823.0,Short-haul
10082,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20 25 May,26h 50m,1 stop,In-flight meal not included,9663.0,Extreme duration
10084,Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 13 May,27h 5m,1 stop,No info,8085.0,Extreme duration
10085,IndiGo,03/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1 stop,No info,8662.0,Short-haul
10086,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:00,18:50 22 Mar,20h 50m,1 stop,In-flight meal not included,6017.0,Extreme duration
10087,SpiceJet,3/05/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3859.0,Short-haul
10088,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14h 20m,1 stop,No info,7564.0,Long-haul
10089,SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3919.0,Short-haul
10090,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 19 May,22h 55m,2 stops,No info,15129.0,Extreme duration
10091,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,13:15,6h 15m,1 stop,No info,26890.0,Medium
10092,Jet Airways,15/04/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,5443.0,Short-haul
10093,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,10:05,13:00,2h 55m,non-stop,No info,6860.0,Short-haul
10094,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,No info,13364.0,Medium
10095,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,12239.0,Long-haul
10096,IndiGo,9/04/2019,Kolkata,Banglore,CCU → MAA → BLR,11:30,16:05,4h 35m,1 stop,No info,4966.0,Short-haul
10097,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,6144.0,Short-haul
10098,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 10 May,28h,1 stop,,12373.0,Extreme duration
10100,Air India,6/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 07 Jun,27h 20m,1 stop,No info,7952.0,Extreme duration
10101,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419.0,Short-haul
10102,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,03:50,12:35,8h 45m,1 stop,No info,10197.0,Medium
10103,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 04 Jun,14h 55m,1 stop,No info,5883.0,Long-haul
10105,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,21:20,16h 25m,2 stops,No info,5054.0,Long-haul
10106,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 07 May,11h 5m,1 stop,In-flight meal not included,7757.0,Long-haul
10107,IndiGo,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,14:25,19:25,5h,1 stop,No info,11873.0,Medium
10108,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 07 Jun,11h 5m,1 stop,In-flight meal not included,10844.0,Long-haul
10109,IndiGo,15/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 16 May,5h 45m,1 stop,No info,7189.0,Medium
10110,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 28 Jun,14h 45m,1 stop,In-flight meal not included,10262.0,Long-haul
10111,Air Asia,1/05/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,5989.0,Short-haul
10112,IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227.0,Short-haul
10113,Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995.0,Short-haul
10114,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,18:10 25 Mar,28h 15m,1 stop,No info,14231.0,Extreme duration
10115,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 19 May,23h 20m,1 stop,In-flight meal not included,10844.0,Extreme duration
10117,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 10 Jun,21h 25m,1 stop,In-flight meal not included,10844.0,Extreme duration
10119,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,5618.0,Short-haul
10120,Air India,9/04/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,6674.0,Long-haul
10122,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45 25 May,25h 50m,1 stop,In-flight meal not included,10844.0,Extreme duration
10123,Air India,3/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 04 Jun,23h,2 stops,No info,13381.0,Extreme duration
10125,Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 04 Mar,10h 55m,1 stop,No info,17024.0,Long-haul
10127,Air India,01/03/2019,Banglore,New Delhi,BLR → VGA → VTZ → DEL,10:30,17:45,7h 15m,2 stops,Change airports,17461.0,Medium
10128,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 25 May,12h 15m,1 stop,No info,13731.0,Long-haul
10129,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15 16 Mar,15h 20m,1 stop,No info,13555.0,Long-haul
10130,IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804.0,Short-haul
10131,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,16289.0,Long-haul
10133,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 19 May,14h 55m,1 stop,No info,7503.0,Long-haul
10134,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,19:15,10h 50m,1 stop,No info,8601.0,Long-haul
10135,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,12:00 02 Apr,27h 35m,1 stop,In-flight meal not included,7064.0,Extreme duration
10136,Air Asia,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,5192.0,Long-haul
10137,SpiceJet,9/06/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,9158.0,Medium
10138,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,17:00,01:35 07 Mar,8h 35m,1 stop,,24318.0,Medium
10139,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,18:10,11h,1 stop,No info,7038.0,Long-haul
10140,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 25 Mar,2h 50m,non-stop,No info,7303.0,Short-haul
10141,IndiGo,15/03/2019,Banglore,New Delhi,BLR → LKO → DEL,05:25,10:10,4h 45m,1 stop,No info,8021.0,Short-haul
10144,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 16 Jun,6h 30m,1 stop,No info,7408.0,Medium
10145,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2227.0,Short-haul
10146,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,16108.0,Medium
10147,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35 16 Jun,18h 20m,1 stop,In-flight meal not included,10262.0,Extreme duration
10148,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,14714.0,Long-haul
10149,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 04 Jun,20h 10m,1 stop,In-flight meal not included,11507.0,Extreme duration
10150,IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,7640.0,Medium
10151,Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,8610.0,Long-haul
10152,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1 stop,No info,12767.0,Long-haul
10154,IndiGo,27/04/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442.0,Medium
10155,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4030.0,Short-haul
10156,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408.0,Medium
10157,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,10696.0,Medium
10159,IndiGo,9/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754.0,Short-haul
10160,Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,06:45,12:15,5h 30m,1 stop,No info,23677.0,Medium
10161,Air India,1/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 02 May,23h 5m,2 stops,No info,13227.0,Extreme duration
10162,IndiGo,27/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,2754.0,Short-haul
10163,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6758.0,Long-haul
10164,Air India,18/05/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6934.0,Short-haul
10165,Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50,13h 25m,2 stops,No info,18799.0,Long-haul
10166,Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,11507.0,Short-haul
10167,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,20:20,13h 20m,1 stop,No info,27992.0,Long-haul
10168,Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544.0,Short-haul
10172,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5644.0,Short-haul
10173,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 07 May,24h 40m,1 stop,No info,13067.0,Extreme duration
10174,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,6513.0,Medium
10176,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,5054.0,Short-haul
10177,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 19 May,24h 45m,1 stop,In-flight meal not included,10844.0,Extreme duration
10180,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229.0,Short-haul
10181,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 07 Jun,16h 55m,1 stop,In-flight meal not included,10262.0,Long-haul
10182,IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4778.0,Short-haul
10183,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 16 Mar,2h 50m,non-stop,No info,8033.0,Short-haul
10184,Air India,27/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 May,25h 35m,1 stop,No info,8425.0,Extreme duration
10185,Jet Airways,3/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 04 Jun,22h,2 stops,In-flight meal not included,10919.0,Extreme duration
10186,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,18:50,9h 55m,1 stop,No info,15411.0,Medium
10188,Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 25 Mar,28h 20m,1 stop,No info,6535.0,Extreme duration
10189,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,8355.0,Medium
10191,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:45 25 Mar,22h 25m,1 stop,No info,12102.0,Extreme duration
10192,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 02 May,16h 45m,1 stop,In-flight meal not included,9314.0,Long-haul
10193,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 19 May,6h 55m,1 stop,No info,7503.0,Medium
10194,SpiceJet,3/03/2019,Delhi,Cochin,DEL → MAA → COK,06:10,11:20,5h 10m,1 stop,No info,9748.0,Medium
10195,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804.0,Short-haul
10196,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,In-flight meal not included,11507.0,Medium
10197,Jet Airways,24/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35 25 Jun,27h 10m,2 stops,No info,13882.0,Extreme duration
10198,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,15:50,18:45,2h 55m,non-stop,,7229.0,Short-haul
10199,Air India,24/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,2575.0,Short-haul
10200,IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 22 May,3h,non-stop,No info,3943.0,Short-haul
10201,SpiceJet,24/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4760.0,Short-haul
10202,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1 stop,In-flight meal not included,8824.0,Long-haul
10204,Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 22 Mar,14h 25m,1 stop,No info,6151.0,Long-haul
10205,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 22 May,12h 45m,2 stops,No info,12324.0,Long-haul
10206,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:25,4h 40m,1 stop,In-flight meal not included,11087.0,Short-haul
10207,Air Asia,3/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,non-stop,No info,5964.0,Short-haul
10208,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22:05 02 May,25h 40m,1 stop,No info,14151.0,Extreme duration
10209,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 16 May,28h 50m,1 stop,No info,11467.0,Extreme duration
10210,SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 22 May,2h 20m,non-stop,No info,3873.0,Short-haul
10211,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 22 Mar,10h 35m,1 stop,No info,13542.0,Long-haul
10213,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,6144.0,Short-haul
10214,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,10262.0,Medium
10215,Air Asia,6/04/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,Short-haul
10216,Air India,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25 10 Jun,26h 55m,1 stop,No info,10413.0,Extreme duration
10217,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,13994.0,Medium
10218,Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2 stops,,13143.0,Extreme duration
10219,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10h 25m,1 stop,No info,13069.0,Long-haul
10220,Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 28 May,17h 25m,2 stops,No info,15129.0,Extreme duration
10221,GoAir,9/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3898.0,Short-haul
10222,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,13941.0,Medium
10223,Air India,21/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 19 Mar,24h 50m,1 stop,No info,6383.0,Extreme duration
10224,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,In-flight meal not included,10406.0,Long-haul
10225,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 07 Jun,10h 30m,1 stop,No info,5883.0,Long-haul
10226,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,21:00,10h 15m,1 stop,No info,6838.0,Long-haul
10228,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 Jun,8h 40m,1 stop,In-flight meal not included,10577.0,Medium
10230,Vistara,6/06/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216.0,Short-haul
10232,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 02 May,7h 30m,1 stop,No info,14781.0,Medium
10233,Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229.0,Short-haul
10234,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 10 Mar,2h 45m,non-stop,No info,4148.0,Short-haul
10235,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,In-flight meal not included,7268.0,Medium
10236,Air India,1/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,6245.0,Short-haul
10237,Jet Airways,1/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 02 Jun,21h 40m,2 stops,No info,13376.0,Extreme duration
10239,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 04 Jun,26h 10m,1 stop,In-flight meal not included,11507.0,Extreme duration
10240,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:10 25 Mar,16h 10m,1 stop,No info,13310.0,Long-haul
