,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes,ride_date
22199,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4405,2,1984,Male,2,8,8,26,2023-07-25
22200,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,4956,1,1973,Male,1,7,7,27,2021-07-03
22201,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,4397,2,1986,Female,2,12,12,27,2021-04-13
22202,18 minutes,16,Steuart St at Market St,63,Bryant St at 6th St,5328,1,1962,Female,1,18,18,26,2025-01-10
22203,15 minutes,16,Steuart St at Market St,104,4th St at 16th St,2743,2,1974,Male,2,15,15,26,2022-05-31
22204,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),59,S Van Ness Ave at Market St,4954,3,1992,Male,3,19,19,26,2023-07-21
22205,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5262,1,1982,Male,1,7,7,27,2023-02-22
22206,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5276,1,1990,Male,1,6,6,26,2022-07-31
22207,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2034,1,1991,Male,1,5,5,27,2022-03-29
22208,8 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,5226,2,1991,Male,2,8,8,27,2025-08-05
22209,8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,859,2,1984,Male,2,8,8,26,2020-09-26
22210,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,4713,3,1972,Male,3,6,6,27,2022-08-05
22211,8 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4825,2,1959,Male,2,8,8,27,2024-09-06
22212,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1954,3,1981,Male,3,2,2,26,2025-09-04
22213,19 minutes,16,Steuart St at Market St,126,Esprit Park,1199,2,1970,Male,2,19,19,27,2023-08-19
22214,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,449,2,1990,Male,2,6,6,26,2022-02-25
22215,5 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5469,2,1982,Male,2,5,5,26,2022-12-31
22216,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5063,2,1992,Male,2,5,5,26,2022-07-31
22217,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5133,3,1984,Female,3,3,3,26,2023-10-15
22218,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,3035,2,1979,Male,2,5,5,26,2025-11-27
22219,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,2458,2,1983,Female,2,19,19,27,2023-11-24
22220,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2692,3,1986,Male,3,11,11,26,2021-09-19
22221,7 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1118,2,1971,Male,2,7,7,26,2025-02-21
22222,6 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5379,1,1995,Male,1,6,6,26,2025-07-05
22223,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,935,2,1967,Male,2,17,17,26,2024-02-03
22224,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),383,Golden Gate Ave at Franklin St,5417,1,1980,Male,1,17,17,26,2022-11-02
22225,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),123,Folsom St at 19th St,3574,1,1965,Male,1,19,19,27,2022-01-25
22226,2 minutes,81,Berry St at 4th St,364,China Basin St at 3rd St,181,3,1988,Male,3,2,2,27,2023-08-02
22227,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4719,1,1994,Female,1,8,8,26,2024-09-09
22228,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4848,1,1992,Male,1,7,7,26,2022-06-14
22229,8 minutes,5,Powell St BART Station (Market St at 5th St),49,S Park St at 3rd St,5418,3,1961,Male,3,8,8,27,2024-03-31
22230,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,5246,2,1973,Male,2,7,7,27,2023-07-11
22231,8 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5247,2,1980,Female,2,8,8,27,2021-09-07
22232,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),99,Folsom St at 15th St,3619,2,1980,Male,2,24,24,26,2022-12-31
22233,7 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,1755,2,1995,Male,2,7,7,26,2022-04-02
22234,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5322,1,1991,Male,1,13,13,26,2020-10-03
22235,1 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,1497,2,1974,Male,2,1,1,27,2021-12-23
22236,10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1809,2,1966,Female,2,10,10,27,2024-01-15
22237,12 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),335,2,1987,Female,2,12,12,26,2022-11-24
22238,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,4926,2,1984,Male,2,5,5,26,2025-08-28
22239,8 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5448,2,1988,Female,2,8,8,27,2024-10-06
22240,5 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5052,2,1993,Male,2,5,5,27,2020-08-14
22241,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4606,3,1985,Male,3,13,13,27,2021-03-01
22242,9 minutes,81,Berry St at 4th St,19,Post St at Kearny St,5020,3,1994,Male,3,9,9,26,2021-03-10
22243,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5057,2,1973,Male,2,11,11,27,2021-05-27
22244,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,2940,2,1981,Male,2,13,13,26,2021-01-02
22245,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2497,3,1982,Male,3,10,10,27,2024-04-08
22246,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3378,1,1967,Male,1,9,9,27,2024-02-15
22247,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,4337,2,1965,Male,2,10,10,27,2023-07-31
22248,3 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5574,2,1994,Female,2,3,3,27,2020-07-01
22249,5 minutes,81,Berry St at 4th St,36,Folsom St at 3rd St,5489,3,1964,Male,3,5,5,27,2022-01-13
22250,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,766,2,1988,Male,2,8,8,26,2025-04-12
22251,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,1655,3,1982,Male,3,15,15,26,2020-05-07
22252,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5520,1,1986,Male,1,4,4,27,2026-02-19
22253,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,449,2,1963,Male,2,13,13,26,2022-05-28
22254,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,4975,2,1985,Female,2,12,12,27,2022-02-24
22255,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),472,3,1978,Male,3,9,9,27,2025-07-21
22256,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),500,2,1992,Male,2,9,9,27,2023-03-14
22257,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4825,2,1968,Male,2,9,9,26,2023-02-01
22258,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2002,3,1973,Female,3,12,12,27,2023-07-13
22259,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,5515,2,1979,Male,2,7,7,26,2021-01-19
22260,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2387,1,1976,Male,1,10,10,26,2020-07-24
22261,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,674,1,1963,Female,1,8,8,26,2023-01-17
22262,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5052,2,1992,Male,2,8,8,27,2021-03-17
22263,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5133,1,1967,Male,1,8,8,26,2022-02-06
22264,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,4852,3,1990,Female,3,9,9,26,2022-11-15
22265,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,343,3,1964,Female,3,8,8,26,2023-06-12
22266,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5019,1,1965,Male,1,8,8,26,2024-12-26
22267,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4996,3,1996,Female,3,2,2,27,2022-08-14
22268,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5448,3,1983,Male,3,8,8,27,2022-07-24
22269,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5191,3,1985,Male,3,9,9,27,2024-12-09
22270,4 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),209,3,1982,Other,3,4,4,27,2024-12-20
22271,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1497,1,1969,Male,1,9,9,27,2021-03-07
22272,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5536,2,1973,Male,2,8,8,26,2024-01-26
22273,8 minutes,5,Powell St BART Station (Market St at 5th St),13,Commercial St at Montgomery St,1860,1,1983,Male,1,8,8,27,2021-09-12
22274,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5329,1,1981,Male,1,7,7,27,2025-03-14
22275,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5520,1,1972,Male,1,7,7,27,2025-06-24
22276,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5440,1,1986,Male,1,5,5,26,2022-10-23
22277,10 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,1911,2,1986,Male,2,10,10,26,2022-08-23
22278,6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5142,3,1989,Male,3,6,6,27,2023-09-09
22279,10 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4742,2,1992,Female,2,10,10,27,2022-08-15
22280,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),104,4th St at 16th St,1044,2,1989,Female,2,6,6,26,2022-10-06
22281,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,5182,1,1965,Male,1,4,4,27,2024-11-05
22282,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5328,3,1989,Male,3,10,10,26,2020-07-29
22283,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4636,3,1979,Male,3,6,6,26,2021-02-21
22284,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,5130,3,1973,Male,3,14,14,27,2025-02-01
22285,9 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1948,3,1974,Male,3,9,9,26,2024-12-28
22286,14 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5402,3,1977,Female,3,14,14,27,2023-08-26
22287,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5054,2,1982,Male,2,4,4,26,2021-12-31
22288,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3224,1,1978,Male,1,12,12,27,2022-09-20
22289,12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,1710,2,1988,Female,2,12,12,26,2023-05-21
22290,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),400,3,1986,Male,3,3,3,26,2020-12-15
22291,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5273,3,1990,Male,3,6,6,27,2022-05-12
22292,7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,1321,2,1987,Male,2,7,7,27,2021-08-03
22293,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,5245,3,1987,Female,3,6,6,27,2026-03-27
22294,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,2619,2,1977,Male,2,6,6,26,2023-02-03
22295,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4407,3,1988,Male,3,10,10,27,2021-02-05
22296,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5393,1,1987,Male,1,5,5,26,2022-10-25
22297,8 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5313,2,1980,Male,2,8,8,26,2024-08-09
22298,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,2887,1,1978,Male,1,17,17,26,2022-01-25
22299,8 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,1808,1,1974,Male,1,8,8,26,2022-06-30
22300,4 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,4836,3,1984,Male,3,4,4,27,2021-04-13
22301,10 minutes,22,Howard St at Beale St,100,Bryant St at 15th St,5224,2,1982,Male,2,10,10,27,2024-02-08
22302,4 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,4800,3,1981,Female,3,4,4,27,2022-12-06
22303,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5574,3,1990,Female,3,9,9,27,2022-02-10
22304,2 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,4968,3,1975,Male,3,2,2,27,2022-09-08
22305,13 minutes,22,Howard St at Beale St,104,4th St at 16th St,4597,1,1982,Female,1,13,13,26,2024-06-17
22306,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4712,2,1983,Male,2,3,3,27,2020-08-20
22307,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4995,2,1989,Female,2,9,9,27,2022-03-12
22308,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4762,3,1991,Male,3,7,7,26,2022-04-17
22309,19 minutes,81,Berry St at 4th St,9,Broadway at Battery St,1714,3,1995,Male,3,19,19,27,2022-06-06
22310,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5280,1,1991,Male,1,6,6,26,2022-07-24
22311,12 minutes,22,Howard St at Beale St,88,11th St at Bryant St,5234,1,1983,Male,1,12,12,26,2020-04-10
22312,6 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,4625,2,1972,Male,2,6,6,26,2024-10-29
22313,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5191,3,1994,Male,3,9,9,26,2020-04-14
22314,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,652,2,1978,Male,2,6,6,27,2020-05-13
22315,3 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,3371,1,1976,Male,1,3,3,27,2024-03-17
22316,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5298,2,1975,Male,2,4,4,27,2023-06-30
22317,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,536,2,1967,Male,2,7,7,26,2025-04-24
22318,5 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5427,1,1974,Male,1,5,5,26,2022-01-06
22319,6 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5313,2,1970,Male,2,6,6,27,2021-09-02
22320,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5059,3,1988,Female,3,6,6,27,2025-04-06
22321,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),1104,3,1968,Male,3,8,8,27,2021-01-10
22322,13 minutes,16,Steuart St at Market St,345,Hubbell St at 16th St,5570,1,1985,Male,1,13,13,26,2025-01-06
22323,9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4810,3,1982,Female,3,9,9,26,2025-09-09
22324,20 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,1321,2,1979,Male,2,20,20,27,2025-11-01
22325,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5008,2,1986,Female,2,5,5,27,2020-07-14
22326,12 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,3211,3,1977,Male,3,12,12,26,2026-03-05
22327,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1494,2,1972,Male,2,6,6,27,2024-03-11
22328,9 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5265,3,1969,Female,3,9,9,26,2020-12-28
22329,9 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2389,1,1966,Male,1,9,9,27,2024-11-14
22330,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,459,3,1976,Female,3,3,3,26,2022-12-25
22331,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5369,2,1971,Male,2,4,4,26,2025-11-13
22332,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4615,2,1961,Male,2,10,10,26,2021-11-11
22333,15 minutes,16,Steuart St at Market St,126,Esprit Park,5425,2,1968,Female,2,15,15,27,2024-05-03
22334,13 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,3621,3,1969,Male,3,13,13,27,2026-03-02
22335,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,590,1,1983,Male,1,11,11,27,2023-05-28
22336,5 minutes,81,Berry St at 4th St,104,4th St at 16th St,3303,3,1995,Female,3,5,5,27,2021-05-09
22337,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2052,2,1969,Male,2,4,4,26,2025-05-08
22338,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,3443,1,1969,Female,1,16,16,26,2022-01-08
22339,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5329,2,1986,Female,2,11,11,26,2022-08-31
22340,10 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5059,2,1983,Female,2,10,10,27,2021-12-14
22341,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,465,2,1984,Other,2,14,14,27,2025-06-18
22342,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,3279,2,1995,Male,2,13,13,27,2021-03-14
22343,7 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4964,3,1971,Male,3,7,7,27,2025-01-24
22344,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,1428,2,1983,Male,2,12,12,27,2023-12-22
22345,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,1808,3,1978,Female,3,13,13,27,2024-09-19
22346,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),1458,2,1968,Male,2,11,11,27,2024-11-17
22347,4 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4759,2,1962,Male,2,4,4,26,2020-11-08
22348,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4408,3,1963,Male,3,14,14,27,2025-04-23
22349,11 minutes,22,Howard St at Beale St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1082,1,1963,Male,1,11,11,27,2025-10-29
22350,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,845,2,1986,Male,2,11,11,27,2025-07-21
22351,10 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5382,2,1980,Male,2,10,10,26,2022-11-17
22352,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,4755,1,1960,Male,1,11,11,26,2020-05-14
